Plz;Ort;Longitude;Latitude
3420;"Kritzendorf";48.3333;16.3
4484;"Kronstorf";48.1333;14.45
3543;"Krumau am Kamp";48.5833;15.4333
9201;"Krumpendorf";46.6333;14.2167
2671;"Küb";47.6833;15.8667
5431;"Kuchl";47.6167;13.15
6330;"Kufstein";47.45;13.7667
6332;"Kufstein";47.45;13.7667
6333;"Kufstein";47.45;13.7667
9125;"Kühnsdorf";46.6219;14.6364
6183;"Kühtai";47.2167;11
7543;"Kukmirn";47.0667;16.2167
8062;"Kumberg";47.15;15.5333
6250;"Kundl";47.4667;11.9833
2136;"Laa an der Thaya";48.7167;16.3833
2381;"Laab im Walde";48.15;16.1667
4663;"Laakirchen";47.9667;13.8167
7322;"Lackenbach";47.5833;16.4667
7321;"Lackendorf";47.5833;16.5
3295;"Lackenhof";47.8667;15.1333
2126;"Ladendorf";48.5333;16.4833
8233;"Lafnitz";47.3667;16.0167
3663;"Laimbach am Ostrong";48.3167;15.1167
8921;"Lainbach";47.6333;14.7667
4650;"Lambach";47.1167;14.3667
4659;"Lambach";47.1167;14.3667
4772;"Lambrechten";48.3167;13.5167
5112;"Lamprechtshausen";47.9833;12.95
6941;"Langenegg";47.4667;9.9
6444;"Längenfeld";47.0667;10.9667
3425;"Langenlebarn";48.3333;16.1167
3550;"Langenlois";48.4667;15.6667
3442;"Langenrohr";48.3;16
8665;"Langenwang";47.5667;15.6167
2103;"Langenzersdorf";48.3;16.35
3921;"Langschlag";48.4667;15.1833
8502;"Lannach";46.9461;15.3372
2821;"Lanzenkirchen";47.7333;16.2333
4291;"Lasberg";48.4667;14.5333
9314;"Launsdorf";46.7706;14.4519
4461;"Laussa";47.7167;14.6333
6923;"Lauterach";47.4831;9.73306
9473;"Lavamünd";46.65;14.9333
2361;"Laxenburg";48.0667;16.35
8403;"Lebring";46.8522;15.5383
6764;"Lech";47.2;10.15
9581;"Ledenitzen";46.5664;13.9614
3652;"Leiben";48.2333;15.2667
8430;"Leibnitz";46.7817;15.5417
2003;"Leitzersdorf";48.4167;16.2333
4132;"Lembach im Mühlkreis";48.4833;13.8833
5651;"Lend";47.3;13.0667
9811;"Lendorf";46.6578;14.2783
8700;"Leoben";46.9406;13.6089
8701;"Leoben";46.9406;13.6089
8703;"Leoben";46.9406;13.6089
8704;"Leoben";46.9406;13.6089
8706;"Leoben";46.9406;13.6089
8707;"Leoben";46.9406;13.6089
2544;"Leobersdorf";47.9167;16.2167
5771;"Leogang";47.4333;12.75
4059;"Leonding";48.2667;14.25
4060;"Leonding";48.2667;14.25
4069;"Leonding";48.2667;14.25
4592;"Leonstein";47.8833;14.2167
4262;"Leopoldschlag";48.6167;14.5
2285;"Leopoldsdorf im Marchfelde";48.2167;16.6833
6631;"Lermoos";47.4;10.8833
6105;"Leutasch";47.3667;11.15
8463;"Leutschach";46.6672;15.4689
9556;"Liebenfels";46.7378;14.2867
8501;"Lieboch";46.9742;15.3375
9851;"Lieserbrücke";46.8333;13.4833
8940;"Liezen";47.5667;14.2333
8563;"Ligist";46.9939;15.2108
3180;"Lilienfeld";48.0167;15.6333
3874;"Litschau";48.9333;15.05
7532;"Litzelsdorf";47.15;13.8
5221;"Lochen";48.0167;13.1833
8334;"Lödersdorf";46.9586;15.9433
5090;"Lofer";47.5833;12.6833
5311;"Loibichl";47.8333;13.4
3211;"Loich";47.9833;15.4
8282;"Loipersdorf bei Fürstenfeld";47;16.1
9335;"Lölling";46.9167;14.5833
4460;"Losenstein";47.9167;14.4333
6713;"Ludesch";47.2;9.78306
9072;"Ludmannsdorf";46.5333;14.1333
3762;"Ludweis";48.7667;15.4833
5523;"Lungötz";47.4833;13.4
3293;"Lunz am See";47.85;15.05
6890;"Lustenau";47.4331;9.65
7361;"Lutzmannsburg";47.4667;16.6333
6841;"Mäder";47.35;9.61667
2024;"Mailberg";48.6667;16.1833
5751;"Maishofen";47.3667;12.8
3712;"Maissau";48.5667;15.8167
9822;"Mallnitz";46.9928;13.15
3240;"Mank";48.1;15.3333
2452;"Mannersdorf am Leithagebirge";47.9667;16.6
7444;"Mannersdorf an der Rabnitz";47.4167;16.5167
3671;"Marbach an der Donau";48.2167;15.15
4614;"Marchtrenk";48.1833;14.1167
2433;"Margarethen am Moos";48.0333;16.6
5761;"Maria Alm am Steinernen Meer";47.4;12.9
3034;"Maria Anzbach";48.1833;15.9167
2344;"Maria Enzersdorf";48.1;16.2833
3643;"Maria Laach am Jauerling";48.3;15.3333
8591;"Maria Lankowitz";47.05;15.0667
2326;"Maria Lanzendorf";48.1;16.4167
9655;"Maria Luggau";46.7075;12.7397
4443;"Maria Neustift";47.9333;14.6
9161;"Maria Rain";46.5539;14.2956
9422;"Maria Rojach";46.7333;14.8833
9063;"Maria Saal";46.6808;14.3486
5241;"Maria Schmolln";48.1333;13.2
2642;"Maria Schutz";47.15;15.4333
3672;"Maria Taferl";48.2167;15.15
9082;"Maria Wörth";46.6164;14.1631
8812;"Mariahof";47.1;14.4
5571;"Mariapfarr";47.15;13.75
7433;"Mariasdorf";47.3667;16.2167
8630;"Mariazell";47.7667;15.3167
2282;"Markgrafneusiedl";48.2667;16.6333
7411;"Markt Allhau";47.2833;16.0833
7464;"Markt Neuhodis";47.3;16.4
2753;"Markt Piesting";47.8667;16.1333
7221;"Marz";47.3;11.8833
6143;"Matrei am Brenner";47.1333;11.45
9971;"Matrei in Osttirol";47;12.5333
7210;"Mattersburg";47.7333;16.4
5230;"Mattighofen";48.1;13.15
5163;"Mattsee";47.9667;13.1
2243;"Matzen";46.5089;14.3653
3001;"Mauerbach";48.2;16.2333
5270;"Mauerkirchen";48.1833;13.1333
6212;"Maurach";47.2833;13.2167
8774;"Mautern in Steiermark";47.4;14.8333
4310;"Mauthausen";48.2333;14.5167
6290;"Mayrhofen";47.1667;11.8667
4714;"Meggenhofen";48.1833;13.8
4941;"Mehrnbach";48.2167;13.4333
9312;"Meiselding";46.8397;14.3978
3390;"Melk";48.2167;15.3167
6881;"Mellau";47.35;9.88333
3761;"Messern";48.7167;15.5167
8092;"Mettersdorf am Saßbach";46.8058;15.7111
4931;"Mettmach";48.1667;13.35
5152;"Michaelbeuern";48.0167;13.0333
4712;"Michaelnbach";48.2833;13.8167
4563;"Micheldorf in Oberösterreich";47.8667;14.1333
3451;"Michelhausen";48.2833;15.9333
6142;"Mieders";47.1667;11.3833
6414;"Mieming";47.3;10.9833
9133;"Miklauzhof";46.5367;14.5981
6068;"Mils";47.2;10.6667
4962;"Mining";48.2667;13.15
7511;"Mischendorf";47.1833;16.3167
2130;"Mistelbach an der Zaya";48.57;16.5767
4613;"Mistelbach bei Wels";48.2333;14.0667
3621;"Mitterarnsdorf";48.3667;15.4333
5503;"Mitterberghütten";47.4;13.2167
8662;"Mitterdorf im Mürztal";47.5333;15.5167
4343;"Mitterkirchen";48.1833;14.7
2441;"Mitterndorf an der Fischa";47.9833;16.4667
5730;"Mittersill";47.2667;12.4833
9102;"Mittertrixen";46.6983;14.5853
9912;"Mittewald an der Drau";46.7667;12.6
8131;"Mixnitz";47.3167;15.3667
8763;"Möderbrugg";47.2761;14.4839
2340;"Mödling";48.0667;16.3833
2342;"Mödling";48.0667;16.3833
8382;"Mogersdorf";46.9492;16.2322
9813;"Möllbrücke";46.8364;13.3728
2513;"Möllersdorf";48.0167;16.3
4591;"Molln";47.8833;14.25
4281;"Mönchdorf";48.35;14.8
7123;"Mönchhof";47.8667;16.9333
5310;"Mondsee";47.8167;13.3833
2872;"Mönichkirchen";47.5;16.0333
8252;"Mönichwald";47.45;15.8667
9062;"Moosburg in Kärnten";46.6575;14.1747
5141;"Moosdorf";48.05;12.9833
8562;"Mooskirchen";46.9817;15.2789
7072;"Mörbisch am See";47.75;16.6667
9842;"Mörtschach";46.9239;12.9178
6423;"Mötz";47.2833;10.95
5505;"Mühlbach am Hochkönig";47.3777;13.1127
3473;"Mühlbach am Manhartsberg";48.5167;15.7833
8822;"Mühlen";47.0333;14.5
5583;"Muhr";47.1167;13.5
7052;"Müllendorf";47.8333;16.45
2482;"Münchendorf";48.0333;16.3833
5222;"Munderfing";48.0667;13.1833
3662;"Münichreith am Ostrong";48.25;15.1167
4323;"Münzbach";48.2667;14.7
4792;"Münzkirchen";48.4833;13.5667
8850;"Murau";47.1;14.1667
8480;"Mureck";46.7081;15.7747
8644;"Mürzhofen";47.4833;15.3833
8693;"Mürzsteg";47.6667;15.4833
8680;"Mürzzuschlag";47.6;15.6833
2723;"Muthmannsdorf";47.8333;16.1
6162;"Mutters";47.2333;11.3833
4331;"Naarn im Machland";48.2167;14.6
2023;"Nappersdorf";48.6167;16.1833
6465;"Nassereith";47.3167;10.8333
4723;"Natternbach";48.4;13.75
6161;"Natters";47.2333;11.3667
6543;"Nauders";46.8833;10.5167
7311;"Neckenmarkt";47.6;16.55
6710;"Nenzing";47.1831;9.7
6672;"Nesselwängle";47.4833;10.6167
8302;"Nestelbach bei Graz";47.0667;15.6
8692;"Neuberg an der Mürz";47.6667;15.5667
8292;"Neudau";46.8333;14.8333
2475;"Neudorf";46.5833;14.2833
2135;"Neudorf bei Staatz";48.7208;16.4914
2491;"Neufeld an der Leitha";47.85;16.3667
4120;"Neufelden";48.4833;14
8385;"Neuhaus am Klausenbach";46.8667;16.0333
4501;"Neuhofen an der Krems";48.1333;14.2167
3364;"Neuhofen an der Ybbs";48.05;14.85
5741;"Neukirchen am Großvenediger";47.25;12.2833
4724;"Neukirchen am Walde";48.4;13.7667
5145;"Neukirchen an der Enknach";48.1833;13.05
4872;"Neukirchen an der Vöckla";48.0333;13.5333
4671;"Neukirchen bei Lambach";48.1;13.8167
3040;"Neulengbach";48.2;15.9
5202;"Neumarkt am Wallersee";47.95;13.2333
3371;"Neumarkt an der Ybbs";48.1333;15.05
4720;"Neumarkt im Hausruckkreis";48.2667;13.7167
4212;"Neumarkt im Mühlkreis";48.4167;14.4833
8820;"Neumarkt in Steiermark";47.0708;14.4228
3593;"Neupölla";48.6333;15.4333
7100;"Neusiedl am See";47.9333;16.8333
2183;"Neusiedl an der Zaya";48.6333;16.8
6167;"Neustift im Stubaital";47.1167;11.3167
7343;"Neutal";47.5333;16.4333
4523;"Neuzeug";48.05;14.3333
2272;"Niederabsdorf";48.5667;16.85
2081;"Niederfladnitz";48.7833;15.8833
2004;"Niederhollabrunn";48.4333;16.3
4133;"Niederkappel";48.4667;13.8833
2124;"Niederkreuzstetten";48.4667;16.4667
2116;"Niederleis";48.55;16.4
4491;"Niederneukirchen";48.15;14.3333
5722;"Niedernsill";47.2833;12.65
3702;"Niederrußbach";48.45;16.0333
4692;"Niederthalheim";48.1;13.75
4174;"Niederwaldkirchen";48.45;14.0833
8831;"Niederwölz";47.15;14.3667
7302;"Nikitsch";47.5333;16.6667
8712;"Niklasdorf";47.3833;15.15
9782;"Nikolsdorf";46.7858;12.9133
3691;"Nöchling";48.2167;14.9833
9611;"Nötsch im Gailtal";46.5833;13.5833
5151;"Nußdorf am Haunsberg";47.9594;13.0092
6714;"Nüziders";47.1667;9.8
8742;"Obdach";47.0667;14.6833
5411;"Oberalm";47.7;13.1
9781;"Oberdrauburg";46.7431;12.9703
4593;"Obergrünburg";47.95;14.25
6456;"Obergurgl";46.8667;11.0167
8455;"Oberhaag";46.6858;15.3361
4894;"Oberhofen am Irrsee";47.95;13.3
4144;"Oberkappel";48.55;13.7667
7451;"Oberloisdorf";47.45;16.5
3521;"Obermeisling";48.4667;15.45
4131;"Obermühl";48.45;13.9167
4982;"Obernberg am Inn";48.3167;13.3333
3281;"Oberndorf an der Melk";48.05;15.2167
5110;"Oberndorf bei Salzburg";47.95;12.9333
6372;"Oberndorf in Tirol";47.5;12.3833
6173;"Oberperfuss";47.2333;11.25
7350;"Oberpullendorf";47.5;16.5167
2105;"Oberrohrbach";46.9833;14.9667
7432;"Oberschützen";47.35;16.2
2283;"Obersiebenbrunn";48.2667;16.7
2224;"Obersulz";48.5;16.6667
5562;"Obertauern";47.25;13.5333
9942;"Obertilliach";46.7106;12.6144
4831;"Obertraun";47.55;13.6833
5162;"Obertrum am See";47.9372;13.0772
9821;"Obervellach";46.6367;13.4183
2522;"Oberwaltersdorf";47.9667;16.3167
4882;"Oberwang";47.8667;13.4333
7400;"Oberwart";47.2833;16.2
2295;"Oberweiden";48.3;16.8167
3124;"Oberwölbling";48.3167;15.5833
8832;"Oberwölz";47.2;14.2667
8762;"Oberzeiring";47.25;14.4833
8960;"Öblarn";47.45;13.9833
3123;"Obritzberg";48.2833;15.5833
6416;"Obsteig";47.3;10.9333
4064;"Oftering";48.2333;14.1333
7063;"Oggau";47.8333;16.6667
4694;"Ohlsdorf";47.95;13.7833
7534;"Olbendorf";47.1833;16.2
3061;"Ollersbach";48.1833;15.8333
7533;"Ollersdorf im Burgenland";47.1833;16.1667
3342;"Opponitz";47.8667;14.8167
4974;"Ort im Innkreis";47.9;13.7833
2304;"Orth an der Donau";48.1333;16.7
7064;"Oslip";47.8333;16.6167
9570;"Ossiach";46.6667;13.9833
5121;"Ostermiething";48.05;12.8333
4100;"Ottensheim";48.3333;14.1833
4363;"Pabneukirchen";48.3167;14.8167
8341;"Paldau";46.9422;15.7958
8923;"Palfau";47.7;14.8
2182;"Palterndorf";48.5833;16.8167
2422;"Pama";48.05;17.0333
7152;"Pamhagen";47.7;16.9167
7111;"Parndorf";47.9833;16.85
6794;"Partenen";46.9667;10.05
4061;"Pasching";48.25;14.2
4066;"Pasching";48.25;14.2
8162;"Passail";47.2833;15.5167
9564;"Patergassen";46.8158;13.8722
9711;"Paternion";46.7142;13.6361
6082;"Patsch";47.2;11.4167
2650;"Payerbach";47.6833;15.85
8120;"Peggau";47.2;15.35
4153;"Peilstein im Mühlviertel";48.6167;13.8833
4624;"Pennewang";48.1333;13.85
2380;"Perchtoldsdorf";48.1167;16.2667
4320;"Perg";48.25;14.6333
8132;"Pernegg an der Mur";47.35;15.3333
3142;"Perschling";48.25;15.8
3680;"Persenbeug";48.1833;15.0667
6213;"Pertisau";47.4333;11.7
2404;"Petronell";48.1167;16.85
3252;"Petzenkirchen";48.1333;15.15
4722;"Peuerbach";48.3333;13.7833
3834;"Pfaffenschlag bei Waidhofen an der Thaya";48.8333;15.1833
5452;"Pfarrwerfen";47.45;13.2
6542;"Pfunds";46.9667;10.55
6551;"Pians";47.1333;10.5
4632;"Pichl bei Wels";48.1833;13.9
4282;"Pierbach";48.35;14.75
5721;"Piesendorf";47.2833;12.7167
7441;"Pilgersdorf";47.4333;16.35
2211;"Pillichsdorf";48.35;16.5333
8243;"Pinggau";47.4333;16.0667
7423;"Pinkafeld";47.3667;16.1167
4812;"Pinsdorf";47.9167;13.7667
5233;"Pischelsdorf am Engelbach";48.1167;13.0833
8212;"Pischelsdorf in Steiermark";47.1667;15.8
2823;"Pitten";47.7167;16.1833
3564;"Plank am Kamp";48.55;15.6667
3380;"Pöchlarn";48.2;15.2
7141;"Podersdorf am See";47.85;16.8333
3650;"Pöggstall";48.3167;15.1833
4951;"Polling im Innkreis";48.2333;13.2667
8761;"Pöls";46.8833;15.4
4891;"Pöndorf";48;13.3833
3140;"Pottenbrunn";48.2333;15.7
2486;"Pottendorf";47.9;16.3833
7033;"Pöttsching";47.8;16.3833
2473;"Potzneusiedl";48.0333;16.9333
2161;"Poysbrunn";48.7167;16.6167
2170;"Poysdorf";48.6667;16.6333
9974;"Prägraten";47.0167;12.3833
4731;"Prambachkirchen";48.3167;13.9167
4874;"Pramet";48.1333;13.4833
9461;"Prebl";46.9167;14.8
8504;"Preding";46.8586;15.4097
8863;"Predlitz";47.0667;13.9167
4230;"Pregarten";48.35;14.5333
9451;"Preitenegg";46.94;14.9258
2472;"Prellenkirchen";48.0667;16.95
3021;"Pressbaum";48.1833;16.0833
2185;"Prinzendorf an der Zaya";48.6;16.7208
3385;"Prinzersdorf";48.2;15.5167
2242;"Prottes";48.3833;16.7333
8965;"Pruggern";47.4167;13.8667
6522;"Prutz";47.0833;10.6667
5412;"Puch bei Hallein";47.7167;13.1
8182;"Puch bei Weiz";47.2167;15.7167
2734;"Puchberg am Schneeberg";47.7833;15.9
4048;"Puchenau";48.3167;14.2333
3214;"Puchenstuben";47.9167;15.2833
4055;"Pucking";48.1833;14.1833
3741;"Pulkau";48.7;15.85
3944;"Pürbach";46.9667;13.6167
3002;"Purkersdorf";48.2;16.1667
9812;"Pusarnitz";46.8333;13.4
8764;"Pusterwald";47.3061;14.3756
9104;"Pustritz";46.75;14.75
4134;"Putzleinsdorf";48.5167;13.8833
8074;"Raaba";47.0333;15.5
3820;"Raabs an der Thaya";48.85;15.5
2274;"Rabensburg";48.65;16.9
9545;"Radenthein";46.8006;13.7117
8795;"Radmer";47.5167;14.7
5550;"Radstadt";47.3833;13.45
6741;"Raggal";47.2167;9.83306
2215;"Raggendorf";48.3833;16.6667
4791;"Rainbach im Innkreis";48.45;13.5333
4261;"Rainbach im Mühlkreis";48.55;14.4667
5591;"Ramingstein";47.0667;13.8333
8972;"Ramsau am Dachstein";47.4167;13.6333
9833;"Rangersdorf";46.8653;12.9783
6830;"Rankweil";47.2831;9.65
8853;"Ranten";47.15;14.0833
3911;"Rappottenstein";48.5167;15.0667
8673;"Ratten";47.4833;15.7167
5661;"Rauris";47.2167;13
3720;"Ravelsbach";48.55;15.85
3654;"Raxendorf";48.3333;15.2667
7471;"Rechnitz";47.3;16.45
4844;"Regau";47.9833;13.6833
2403;"Regelsbrunn";48.1;16.7667
2651;"Reichenau an der Rax";47.7;15.8333
4204;"Reichenau im Mühlkreis";48.45;14.35
9463;"Reichenfels";47;14.75
4981;"Reichersberg";48.2667;16.0667
4462;"Reichraming";47.8833;14.45
9081;"Reifnitz";46.6072;14.1817
8103;"Rein";47.1333;15.2833
3863;"Reingers";48.9667;15.1333
9633;"Reisach";46.6547;13.1536
6103;"Reith bei Seefeld";47.3;11.2
6235;"Reith im Alpbachtal";47.4167;11.8833
3031;"Rekawinkel";48.1667;16.0167
9863;"Rennweg";46.7833;14.1269
8674;"Rettenegg";47.5333;15.7833
6600;"Reutte";47.4833;10.7167
3004;"Ried am Riederberg";48.25;16.0667
4910;"Ried im Innkreis";48.2167;13.5
6531;"Ried im Oberinntal";47.05;10.65
4551;"Ried im Traunkreis";48.0167;14.0667
4312;"Ried in der Riedmark";48.2667;14.5167
4752;"Riedau";48.3;13.6333
7422;"Riedlingsdorf";47.35;16.1333
6943;"Riefensberg";47.5;9.96667
9587;"Riegersdorf";46.5472;13.8228
2663;"Rohr im Gebirge";47.8833;15.7333
4532;"Rohr im Kremstal";48.0667;14.1667
2471;"Rohrau";48.0667;16.85
3163;"Rohrbach an der Gölsen";48.0333;15.7333
8234;"Rohrbach an der Lafnitz";47.3833;16
7222;"Rohrbach bei Mattersburg";47.7167;16.4167
4150;"Rohrbach in Oberösterreich";48.5333;13.95
3495;"Rohrendorf bei Krems";48.4167;15.65
4661;"Roitham";48.0333;13.8333
6426;"Roppen";47.2167;10.8167
3743;"Röschitz";48.65;15.8667
9232;"Rosegg";46.5833;14.0333
9183;"Rosenbach";46.5333;14.0333
3573;"Rosenburg";48.6333;15.6333
8582;"Rosental an der Kainach";47.0333;15.1
3602;"Rossatz";48.3833;15.5
7501;"Rotenturm an der Pinka";47.25;16.25
4112;"Rottenegg";48.3667;14.1333
8786;"Rottenmann";47.5276;14.3617
9113;"Ruden";46.6583;14.7764
6063;"Rum";47.2833;11.45
6064;"Rum";47.2833;11.45
4845;"Rutzenmoos";47.9667;13.7
5753;"Saalbach";47.3833;12.6333
5760;"Saalfelden am Steinernen Meer";47.4167;12.85
8592;"Salla";47.1;14.9667
3525;"Sallingberg";48.4667;15.2333
5010;"Salzburg";47.8041;13.0462
5012;"Salzburg";47.8041;13.0462
5014;"Salzburg";47.8041;13.0462
5015;"Salzburg";47.8041;13.0462
5016;"Salzburg";47.8041;13.0462
5017;"Salzburg";47.8041;13.0462
5020;"Salzburg";47.8041;13.0462
5022;"Salzburg";47.8041;13.0462
5024;"Salzburg";47.8041;13.0462
5027;"Salzburg";47.8041;13.0462
5032;"Salzburg";47.8041;13.0462
5033;"Salzburg";47.8041;13.0462
4251;"Sandl";47.7333;14.5333
4152;"Sarleinsbach";48.55;13.9
4382;"Sarmingstein";48.2167;14.9667
6822;"Satteins";47.2167;9.66667
9520;"Sattendorf";46.6686;13.905
4642;"Sattledt";48.0667;14.05
3374;"Säusenstein";48.2;15.1167
6432;"Sautens";47.2;10.8667
4351;"Saxen";48.2;14.7833
7472;"Schachendorf";47.2667;16.4333
8244;"Schäffern";47.4667;16.1
4784;"Schardenberg";48.5333;13.5
4780;"Schärding";48.45;13.4333
4782;"Schärding";48.45;13.4333
6108;"Scharnitz";47.3833;11.2833
4644;"Scharnstein";47.9;13.95
4612;"Scharten";47.4333;13.3
7022;"Schattendorf";47.7167;16.5
6677;"Schattwald";47.5167;10.45
6351;"Scheffau am Wilden Kaiser";47.5333;12.25
3270;"Scheibbs";48;15.1667
8811;"Scheifling";46.7806;14.4322
4192;"Schenkenfelden";48.5;14.3667
4521;"Schiedlberg";48.1;14.2667
9535;"Schiefling am See";46.6044;14.0975
8970;"Schladming";47.3833;13.6833
2123;"Schleinbach";48.4167;16.4667
6824;"Schlins";47.2;9.7
6262;"Schlitters";47.3667;11.8333
5212;"Schneegattern";48.0167;13.3
6882;"Schnepfau";47.35;9.95
8844;"Schöder";47.1833;14.1
4274;"Schönau im Mühlkreis";48.3833;14.7333
6141;"Schönberg im Stubaital";47.1833;11.4167
3392;"Schönbühel an der Donau";48.25;15.3667
6491;"Schönwies";47.1833;10.65
6886;"Schoppernau";47.3133;10.0175
2641;"Schottwien";47.65;15.8667
2073;"Schrattenthal";48.7;15.9
6888;"Schröcken";47.25;10.0833
6780;"Schruns";47.0667;9.91667
7081;"Schützen am Gebirge";47.85;16.6167
8541;"Schwanberg";46.7583;15.2083
5134;"Schwand im Innkreis";48.1833;12.9667
4690;"Schwanenstadt";48.05;13.7667
5620;"Schwarzach im Pongau";47.3167;13.15
2625;"Schwarzau am Steinfelde";47.7167;16.1667
2662;"Schwarzau im Gebirge";47.8;15.7
3212;"Schwarzenbach an der Pielach";47.9333;15.3833
6130;"Schwaz";47.3333;11.7
6131;"Schwaz";47.3333;11.7
2320;"Schwechat";48.1333;16.4667
3931;"Schweiggers";48.6667;15.0667
4311;"Schwertberg";48.2667;14.5833
8272;"Sebersdorf";47.2;15.9833
8732;"Seckau";47.2667;14.7833
2824;"Seebenstein";47.6833;16.1333
9871;"Seeboden";46.8219;13.495
6100;"Seefeld in Tirol";47.3333;11.1833
5164;"Seeham";47.9667;13.0833
8636;"Seewiesen";47.6167;15.2667
3353;"Seitenstetten";48.0333;14.65
6181;"Sellrain";47.2167;11.2167
8900;"Selzthal";47.55;14.3333
2680;"Semmering";47.6333;15.8167
8102;"Semriach";47.2167;15.4
6534;"Serfaus";47.0333;10.6
7011;"Siegendorf im Burgenland";47.7833;16.55
7223;"Sieggraben";47.65;16.3667
3443;"Sieghartskirchen";48.25;16
4522;"Sierning";47.8;15.9167
5072;"Siezenheim";47.8;12.9833
4771;"Sigharting";48.4;13.6
3751;"Sigmundsherberg";48.6833;15.75
9920;"Sillian";46.7528;12.4211
8261;"Sinabelkirchen";47.1;15.8167
4621;"Sipbachzell";48.1;14.1167
9571;"Sirnitz";46.8236;14.0594
6073;"Sistrans";47.2333;11.45
3714;"Sitzendorf an der Schmida";48.5833;15.9333
8554;"Soboth";46.6814;15.0783
8362;"Söchau";47.0333;16.0167
6450;"Sölden";46.9667;11
6306;"Söll";47.5;12.1833
2601;"Sollenau";47.8833;16.25
2453;"Sommerein";47.9833;16.65
9629;"Sonnleiten";46.7539;14.0261
6731;"Sonntag";47.2333;9.91667
2244;"Spannberg";48.45;16.7333
8724;"Spielberg bei Knittelfeld";47.2167;14.7833
8471;"Spielfeld";46.7056;15.6372
2104;"Spillern";48.3833;16.25
4582;"Spital am Pyhrn";47.65;14.3333
8684;"Spital am Semmering";47.6;15.75
9800;"Spittal an der Drau";46.7847;13.4403
9802;"Spittal an der Drau";46.7847;13.4403
9803;"Spittal an der Drau";46.7847;13.4403
8862;"Stadl an der Mur";47.0833;13.9667
4651;"Stadl-Paura";48.0833;13.8667
7461;"Stadtschlaining";47.3167;16.2833
8950;"Stainach";47.5333;14.1
8510;"Stainz";46.8244;15.8922
8152;"Stallhofen";46.6356;13.9772
6422;"Stams";47.2667;10.9833
8653;"Stanz im Mürztal";47.4667;15.5
6642;"Stanzach";47.3833;10.5667
3125;"Statzendorf";48.3;15.6333
7551;"Stegersbach";47.1667;16.1667
8961;"Stein an der Enns";47.4333;13.9333
2751;"Steinabrückl";47.8667;16.2
6150;"Steinach am Brenner";47.0833;11.4667
3261;"Steinakirchen am Forst";48.0667;15.0333
4853;"Steinbach am Attersee";47.8167;13.55
4562;"Steinbach am Ziehberg";47.8833;14.0167
4652;"Steinerkirchen an der Traun";48.0833;13.95
8685;"Steinhaus am Semmering";47.6167;15.8
3463;"Stetteldorf am Wagram";48.4;16.0167
4400;"Steyr";48.0333;14.4167
4402;"Steyr";48.0333;14.4167
4403;"Steyr";48.0333;14.4167
4404;"Steyr";48.0333;14.4167
4406;"Steyr";48.0333;14.4167
4221;"Steyregg";48.2833;14.3667
4662;"Steyrermühl";47.9833;13.8
4571;"Steyrling";47.8;14.1167
2262;"Stillfried";48.4;16.8333
7552;"Stinatz";47.2;16.1167
2463;"Stixneusiedl";48.0333;16.6667
9714;"Stockenboi";46.7261;13.5231
2000;"Stockerau";48.3833;16.2167
3744;"Stockern";47.3;12.8833
8852;"Stolzalpe";47.1214;14.1992
7344;"Stoob";47.5167;16.4667
3073;"Stössing";48.1167;15.8
8345;"Straden";46.8092;15.8681
8192;"Strallegg";47.4;15.7167
3722;"Straning";48.6;15.85
6261;"Strass im Zillertal";47.3833;11.8167
8472;"Straß in Steiermark";46.7272;15.6244
2231;"Strasshof an der Nordbahn";48.3167;16.6667
9162;"Strau";46.5333;14.25
7522;"Strem";47.05;16.4167
3314;"Strengberg";47.9333;15.95
6571;"Strengen";47.1333;10.45
5350;"Strobl";47.45;15.6
4074;"Stroheim";48.3333;13.95
2153;"Stronsdorf";48.65;16.2833
8322;"Studenzen";47.0058;15.7542
5724;"Stuhlfelden";47.2833;12.5167
4975;"Suben";48.4167;13.4333
2392;"Sulz im Wienerwald";48.1;16.1333
7162;"Tadten";47.7667;16.9833
9121;"Tainach";46.6333;14.5333
4753;"Taiskirchen im Innkreis";48.2667;13.5667
5580;"Tamsweg";47.1333;13.8
6464;"Tarrenz";47.2667;10.7667
4775;"Taufkirchen an der Pram";48.4;13.5333
4715;"Taufkirchen an der Trattnach";48.25;13.75
8982;"Tauplitz";47.55;14
5660;"Taxenbach";47.2833;12.9667
2524;"Teesdorf";47.95;16.2833
6165;"Telfes im Stubai";47.1667;11.3667
6410;"Telfs";47.3;11.0667
5451;"Tenneck";47.45;13.0667
6123;"Terfens";47.3167;11.65
4452;"Ternberg";47.9333;14.35
2630;"Ternitz";47.7167;16.0333
2634;"Ternitz";47.7167;16.0333
8833;"Teufenbach";46.9;15.2167
3242;"Texing";48.0333;15.3167
5303;"Thalgau";47.8333;13.25
4609;"Thalheim bei Wels";48.15;14.0333
6065;"Thaur";47.3;11.4667
3842;"Thaya";47.1347;14.3594
4062;"Thening";48.25;14.1667
3742;"Theras";48.7333;15.7833
2604;"Theresienfeld";47.85;16.2333
6335;"Thiersee";47.5833;12.0833
4905;"Thomasroith";48.0833;13.6167
6712;"Thüringen";47.2;9.76667
6721;"Thüringerberg";47.2167;9.78306
8355;"Tieschen";46.7861;15.9422
4850;"Timelkam";48;13.6
8772;"Timmersdorf";47.3667;14.95
