Plz;Ort;Longitude;Latitude
8144;"Tobelbad";46.9456;15.3756
6541;"Tösens";47.0167;10.6
4284;"Tragwein";48.3333;14.6167
3160;"Traisen";48.0333;15.6
2514;"Traiskirchen";48.0167;16.2833
3133;"Traismauer";48.35;15.7333
4050;"Traun";47.55;13.6833
4801;"Traunkirchen";47.8333;13.7833
7061;"Trausdorf an der Wulka";47.8;16.55
8951;"Trautenfels";47.5167;14.0833
2454;"Trautmannsdorf an der Leitha";48.0167;16.6333
8343;"Trautmannsdorf in Oststeiermark";46.8667;15.8833
9852;"Trebesing";46.8864;13.5103
8782;"Treglwang";47.4667;14.5833
5272;"Treubach";48.1833;13.2167
2512;"Tribuswinkel";48;16.2667
8784;"Trieben";47.4833;14.4833
6152;"Trins";47.0833;11.4167
8793;"Trofaiach";47.4167;15
6774;"Tschagguns";47.0833;9.9
3434;"Tulbing";48.2833;16.1167
3013;"Tullnerbach-Lawies";48.1833;16.0833
8625;"Turnau";47.55;15.3333
8864;"Turrach";46.9608;13.8878
6293;"Tux";47.15;11.75
5563;"Tweng";47.1833;13.6
9441;"Twimberg";46.9161;14.8453
8124;"Übelbach";47.2;15.3333
6271;"Uderns";47.3167;11.8667
2122;"Ulrichskirchen";48.4;16.4833
6441;"Umhausen";47.1333;10.9333
4841;"Ungenach";48.05;13.6167
5091;"Unken";47.65;12.7167
9124;"Unterburg am Klopeiner See";46.6;14.6
4231;"Untergaisbach";48.3333;14.5
7435;"Unterkohlstätten";47.3833;16.3167
8352;"Unterlamm";46.85;14.0167
8141;"Unterpremstätten";46.9647;15.4042
7452;"Unterpullendorf";47.4667;16.5333
8484;"Unterpurkla";46.7339;15.9078
7371;"Unterrabnitz";47.45;16.3667
2074;"Unterretzbach";48.7667;16
2284;"Untersiebenbrunn";48.25;16.7333
2154;"Unterstinkenbrunn";48.6667;16.3333
5561;"Untertauern";47.3;13.5
3011;"Untertullnerbach";48.1833;16.1
2442;"Unterwaltersdorf";47.95;16.4167
8800;"Unzmarkt";47.2;14.45
4972;"Utzenaich";48.2833;13.4667
6773;"Vandans";47.0833;9.86667
4091;"Vichtenstein";48.5333;13.6667
3322;"Viehdorf";48.15;14.5
5424;"Vigaun";47.6667;13.1333
9500;"Villach";46.6103;13.8558
9501;"Villach";46.6103;13.8558
9503;"Villach";46.6103;13.8558
9505;"Villach";46.6103;13.8558
9506;"Villach";46.6103;13.8558
9507;"Villach";46.6103;13.8558
9508;"Villach";46.6103;13.8558
6682;"Vils";47.55;10.6333
4840;"Vöcklabruck";48.0167;13.65
4870;"Vöcklamarkt";48;13.4833
8570;"Voitsberg";47.0333;15.15
6111;"Volders";47.2833;11.5667
9100;"Völkermarkt";46.6622;14.6344
6176;"Völs";47.25;11.3333
6177;"Völs";47.25;11.3333
6134;"Vomp";47.3333;11.6833
8250;"Vorau";47.4;15.8833
4655;"Vorchdorf";48;13.9167
8794;"Vordernberg";47.4667;15
4574;"Vorderstoder";47.7;14.2167
2331;"Vösendorf";48.1167;16.3333
8435;"Wagna";46.75;15.55
5602;"Wagrain";47.3353;13.2989
3830;"Waidhofen an der Thaya";48.8167;15.2833
3340;"Waidhofen an der Ybbs";47.9667;14.7667
6384;"Waidring";47.5833;12.5667
4730;"Waizenkirchen";48.3333;13.8667
6344;"Walchsee";47.65;12.3167
8781;"Wald am Schoberpaß";47.45;14.6667
5742;"Wald im Pinzgau";47.25;12.2333
8253;"Waldbach";47.3333;13.9167
4391;"Waldhausen im Strudengau";48.2667;14.9333
4111;"Walding";48.35;14.1667
3844;"Waldkirchen an der Thaya";48.9333;15.35
4595;"Waldneukirchen";47.9833;14.25
8122;"Waldstein";47.2167;15.2667
4924;"Waldzell";48.1333;13.4333
3752;"Walkenstein";48.7167;15.7167
4702;"Wallern an der Trattnach";48.2333;13.95
7151;"Wallern im Burgenland";47.7167;16.9333
3313;"Wallsee";48.1667;14.7167
2485;"Wampersdorf";47.9167;16.4167
4552;"Wartberg an der Krems";47.9833;14.1167
8661;"Wartberg im Mürztal";47.5167;15.5
4224;"Wartberg ob der Aist";48.35;14.5
6112;"Wattens";47.2833;11.6
4182;"Waxenberg";48.4667;14.1833
6133;"Weerberg";47.3;11.6667
7121;"Weiden am See";47.9167;16.8667
7463;"Weiden bei Rechnitz";47.3;16.35
3411;"Weidling";48.2833;16.3
2253;"Weikendorf";48.35;16.7667
3823;"Weikertschlag an der Thaya";48.9;15.4667
8481;"Weinburg am Saßbach";46.7536;15.7211
2564;"Weissenbach an der Triesting";47.9667;16.0333
9762;"Weißensee";47.3167;13.9667
8741;"Weißkirchen in Steiermark";47.15;14.7333
3351;"Weistrach";48.05;14.5833
9344;"Weitensfeld";46.8333;15.1
8473;"Weitersfeld an der Mur";46.7;15.7167
4272;"Weitersfelden";48.4667;14.7167
3970;"Weitra";48.7;14.8833
8160;"Weiz";47.2167;15.6167
4600;"Wels";48.1667;14.0333
4601;"Wels";48.1667;14.0333
4603;"Wels";48.1667;14.0333
4604;"Wels";48.1667;14.0333
4605;"Wels";48.1667;14.0333
4606;"Wels";48.1667;14.0333
4952;"Weng im Innkreis";48.2333;13.1833
8254;"Wenigzell";47.4167;15.7833
6473;"Wenns";47.1667;10.7333
7331;"Weppersdorf";47.5833;16.4333
5450;"Werfen";47.4667;13.1833
5453;"Werfenweng";47.4667;13.25
9241;"Wernberg";46.6167;13.9333
8402;"Werndorf";46.9242;15.4908
4783;"Wernstein am Inn";48.5;13.4667
4085;"Wesenufer";48.45;13.8167
8521;"Wettmannstätten";46.8306;15.3872
4852;"Weyregg am Attersee";47.9;13.5667
1004;"Wien";48.2;16.3667
1010;"Wien";48.2;16.3667
1012;"Wien";48.2;16.3667
1013;"Wien";48.2;16.3667
1014;"Wien";48.2;16.3667
1015;"Wien";48.2;16.3667
1016;"Wien";48.2;16.3667
1020;"Wien";48.2;16.3667
1022;"Wien";48.2;16.3667
1023;"Wien";48.2;16.3667
1024;"Wien";48.2;16.3667
1025;"Wien";48.2;16.3667
1030;"Wien";48.2;16.3667
1032;"Wien";48.2;16.3667
1033;"Wien";48.2;16.3667
1034;"Wien";48.2;16.3667
1035;"Wien";48.2;16.3667
1036;"Wien";48.2;16.3667
1037;"Wien";48.2;16.3667
1038;"Wien";48.2;16.3667
1040;"Wien";48.2;16.3667
1042;"Wien";48.2;16.3667
1043;"Wien";48.2;16.3667
1045;"Wien";48.2;16.3667
1050;"Wien";48.2;16.3667
1052;"Wien";48.2;16.3667
1053;"Wien";48.2;16.3667
1060;"Wien";48.2;16.3667
1062;"Wien";48.2;16.3667
1070;"Wien";48.2;16.3667
1072;"Wien";48.2;16.3667
1080;"Wien";48.2;16.3667
1082;"Wien";48.2;16.3667
1090;"Wien";48.2;16.3667
1092;"Wien";48.2;16.3667
1093;"Wien";48.2;16.3667
1094;"Wien";48.2;16.3667
1095;"Wien";48.2;16.3667
1096;"Wien";48.2;16.3667
1097;"Wien";48.2;16.3667
1100;"Wien";48.2;16.3667
1102;"Wien";48.2;16.3667
1103;"Wien";48.2;16.3667
1104;"Wien";48.2;16.3667
1105;"Wien";48.2;16.3667
1106;"Wien";48.2;16.3667
1107;"Wien";48.2;16.3667
1108;"Wien";48.2;16.3667
1110;"Wien";48.2;16.3667
1112;"Wien";48.2;16.3667
1113;"Wien";48.2;16.3667
1120;"Wien";48.2;16.3667
1122;"Wien";48.2;16.3667
1123;"Wien";48.2;16.3667
1124;"Wien";48.2;16.3667
1125;"Wien";48.2;16.3667
1126;"Wien";48.2;16.3667
1127;"Wien";48.2;16.3667
1130;"Wien";48.2;16.3667
1132;"Wien";48.2;16.3667
1133;"Wien";48.2;16.3667
1134;"Wien";48.2;16.3667
1136;"Wien";48.2;16.3667
1140;"Wien";48.2;16.3667
1142;"Wien";48.2;16.3667
1143;"Wien";48.2;16.3667
1144;"Wien";48.2;16.3667
1145;"Wien";48.2;16.3667
1147;"Wien";48.2;16.3667
1149;"Wien";48.2;16.3667
1150;"Wien";48.2;16.3667
1152;"Wien";48.2;16.3667
1153;"Wien";48.2;16.3667
1160;"Wien";48.2;16.3667
1162;"Wien";48.2;16.3667
1163;"Wien";48.2;16.3667
1164;"Wien";48.2;16.3667
1165;"Wien";48.2;16.3667
1166;"Wien";48.2;16.3667
1170;"Wien";48.2;16.3667
1172;"Wien";48.2;16.3667
1173;"Wien";48.2;16.3667
1174;"Wien";48.2;16.3667
1180;"Wien";48.2;16.3667
1182;"Wien";48.2;16.3667
1183;"Wien";48.2;16.3667
1184;"Wien";48.2;16.3667
1190;"Wien";48.2;16.3667
1192;"Wien";48.2;16.3667
1193;"Wien";48.2;16.3667
1194;"Wien";48.2;16.3667
1195;"Wien";48.2;16.3667
1196;"Wien";48.2;16.3667
1197;"Wien";48.2;16.3667
1199;"Wien";48.2;16.3667
1200;"Wien";48.2;16.3667
1202;"Wien";48.2;16.3667
1203;"Wien";48.2;16.3667
1204;"Wien";48.2;16.3667
1205;"Wien";48.2;16.3667
1206;"Wien";48.2;16.3667
1210;"Wien";48.2;16.3667
1212;"Wien";48.2;16.3667
1213;"Wien";48.2;16.3667
1214;"Wien";48.2;16.3667
1215;"Wien";48.2;16.3667
1216;"Wien";48.2;16.3667
1217;"Wien";48.2;16.3667
1218;"Wien";48.2;16.3667
1220;"Wien";48.2;16.3667
1222;"Wien";48.2;16.3667
1223;"Wien";48.2;16.3667
1224;"Wien";48.2;16.3667
1225;"Wien";48.2;16.3667
1226;"Wien";48.2;16.3667
1227;"Wien";48.2;16.3667
1228;"Wien";48.2;16.3667
1229;"Wien";48.2;16.3667
1230;"Wien";48.2;16.3667
1232;"Wien";48.2;16.3667
1233;"Wien";48.2;16.3667
1234;"Wien";48.2;16.3667
1235;"Wien";48.2;16.3667
1236;"Wien";48.2;16.3667
1237;"Wien";48.2;16.3667
1238;"Wien";48.2;16.3667
1239;"Wien";48.2;16.3667
1600;"Wien";48.2;16.3667
1810;"Wien";48.2;16.3667
2351;"Wiener Neudorf";48.0667;16.3167
2355;"Wiener Neudorf";48.0667;16.3167
2700;"Wiener Neustadt";47.8;16.25
2702;"Wiener Neustadt";47.8;16.25
2703;"Wiener Neustadt";47.8;16.25
2704;"Wiener Neustadt";47.8;16.25
3223;"Wienerbruck";47.85;15.3167
2811;"Wiesmath";47.6167;16.2833
9374;"Wieting";46.8714;14.5436
8924;"Wildalpen";47.65;14.9833
9323;"Wildbad Einöd";47.0167;14.4
2164;"Wildendürnbach";48.7378;16.5506
8410;"Wildon";46.8833;15.5167
2462;"Wilfleinsdorf";48.0167;16.7167
4073;"Wilhering";48.3167;14.2
7092;"Winden am See";47.95;16.75
4263;"Windhaag bei Freistadt";48.5833;14.55
4322;"Windhaag bei Perg";48.2833;14.6667
3841;"Windigsteig";48.7667;15.2833
4580;"Windischgarsten";47.7167;14.3333
7412;"Wolfau";47.1667;13.25
4493;"Wolfern";48.0833;14.3667
8421;"Wolfsberg im Schwarzautal";46.8439;15.6589
4902;"Wolfsegg am Hausruck";48.1;13.6667
3012;"Wolfsgraben";48.15;16.1667
2412;"Wolfsthal";48.1333;17
6922;"Wolfurt";47.4667;9.75
2752;"Wöllersdorf";47.8667;16.1667
6300;"Wörgl";47.4833;12.0667
8942;"Wörschach";47.55;14.15
8293;"Wörth an der Lafnitz";47.2;16.0667
7041;"Wulkaprodersdorf";47.8;16.5
2041;"Wullersdorf";48.6167;16.1
2064;"Wulzeshofen";48.7167;16.3
8142;"Wundschuh";46.9264;15.4511
3042;"Würmla";48.25;15.85
2112;"Würnitz";48.4167;16.4167
3370;"Ybbs an der Donau";48.1667;15.0833
3341;"Ybbsitz";47.9333;14.8833
6511;"Zams";47.15;10.5833
5584;"Zederhaus";47.15;13.5
3311;"Zeillern";48.1167;14.8
3424;"Zeiselmauer";48.3333;16.1667
4893;"Zell am Moos";47.9;13.3167
5700;"Zell am See";47.3167;12.7833
5705;"Zell am See";47.3167;12.7833
6280;"Zell am Ziller";47.2333;11.8833
4755;"Zell an der Pram";48.3167;13.6167
2051;"Zellerndorf";48.6833;15.95
8740;"Zeltweg";47.1833;14.75
7023;"Zemendorf";47.75;16.45
3710;"Ziersdorf";48.5167;15.9167
7034;"Zillingtal";47.8167;16.4
4871;"Zipf";48.0333;13.5
6170;"Zirl";47.2833;11.2333
2225;"Zistersdorf";48.5333;16.75
9713;"Zlan";46.7167;13.5833
2871;"Zöbern";47.5;16.1167
2424;"Zurndorf";47.9667;17
6763;"Zürs";47.1667;10.1667
9343;"Zweinitz";46.8667;14.2333
4180;"Zwettl an der Rodl";48.4667;14.2667
2063;"Zwingendorf";48.7;16.2333
4020;"Linz";48.3064;14.2861
4021;"Linz";48.3064;14.2861
4022;"Linz";48.3064;14.2861
4023;"Linz";48.3064;14.2861
4024;"Linz";48.3064;14.2861
4025;"Linz";48.3064;14.2861
4026;"Linz";48.3064;14.2861
4027;"Linz";48.3064;14.2861
4028;"Linz";48.3064;14.2861
4029;"Linz";48.3064;14.2861
4030;"Linz";48.3064;14.2861
4031;"Linz";48.3064;14.2861
4032;"Linz";48.3064;14.2861
4033;"Linz";48.3064;14.2861
4034;"Linz";48.3064;14.2861
4035;"Linz";48.3064;14.2861
4036;"Linz";48.3064;14.2861
4037;"Linz";48.3064;14.2861
4038;"Linz";48.3064;14.2861
4039;"Linz";48.3064;14.2861
4040;"Linz";48.3064;14.2861
4041;"Linz";48.3064;14.2861
4042;"Linz";48.3064;14.2861
4043;"Linz";48.3064;14.2861
4044;"Linz";48.3064;14.2861
4045;"Linz";48.3064;14.2861
4046;"Linz";48.3064;14.2861
5733;"Bramberg am Wildkogel";47.2802;12.3598
5733;"Bramberg am Wildkogel";47.2753;12.3452
5733;"Bramberg am Wildkogel";47.2821;12.381
5733;"Bramberg am Wildkogel";47.2548;12.3241
5733;"Bramberg am Wildkogel";47.2749;12.2106
5733;"Bramberg am Wildkogel";47.2899;12.3624
5733;"Bramberg am Wildkogel";47.2508;12.3209
5733;"Bramberg am Wildkogel";47.2881;12.3974
5733;"Bramberg am Wildkogel";47.2701;12.3587
5733;"Bramberg am Wildkogel";47.2571;12.3267
5090;"Lofer";47.5833;12.6833
